profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,enterpriseValue,earningsQuarterlyGrowth,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield
0.10107999999999999,0.34025002,-778658000.0,0.0020800000000000003,0.0171,-0.3534,2610448000.0,0.961248,0.18899999999999997,1075514000.0,186124000.0,50941431095.0,18.766718,22728330945.0,4.944,-20657311498.0,0.44299999999999995,-7.912999999999999,2.542168,3.2984,1.006601,2.807632242,2.728219375,0.034843206
0.14185999999999999,0.21574000000000002,1423053403.0,0.00214,0.018819999,4.378626000000001,399234792.6,53.590754000000004,0.261,399234802.0,56634706.0,710277456.0,95.342608,2043723923.0,332.235,2193593117.0,0.44299999999999995,5.494,0.593698,120.72143999999999,84.816,98.45985516,107.54453229999999,0.0450711
0.23815,0.35286,2506564911.0,0.00349,0.032560002000000005,8.906858,1047868734.0,37.399144,-0.044000000000000004,1047868696.0,249547520.0,6668025537.0,237.98427200000003,1830213779.0,230.80700000000002,-2527715383.0,-0.099,-2.412,0.534792,102.09725999999999,64.79,82.60103016,88.94652271,0.036619715
0.18989,0.27659,223227456.6,0.00543,0.03138,10.134333999999999,432558056.6,53.36929,-0.019,432558066.0,82138406.0,424276735.4,52.347964000000005,148934540.0,275.374,483706515.0,-0.18899999999999997,1.1179999999999999,0.396351,97.774,74.803,82.94789226,88.17354738,0.039073806
0.18789,0.2666,510244800.6,0.00316,0.020639999,8.536966,286634503.4,45.438994,-0.022000000000000002,286634494.0,53855804.0,426200400.0,67.563012,501434529.2,351.98900000000003,796046561.7,-0.077,2.7769999999999997,0.814814,124.279,82.46,108.3210227,112.5349172,0.033013005
0.30507,0.44347,-7657000.0,0.04395,0.38744,1.32525,120862800.0,4.860428,0.535,93651000.0,36871400.0,20732800.0,0.870542,154318000.0,4.23,812760138.8,0.591,6.725,1.181818,31.4526,11.23812,28.47487752,23.45365134,0.031330474
0.57857,0.51149,-865354050.3,0.01377,0.16634001,1.361768,120984134.0,4.075880000000001,0.519,103176308.0,69997938.0,318883431.4,10.7787,2066128315.0,11.950999999999999,2310598334.0,4.766,19.098,1.100381,19.5548,9.23552,18.65166627,15.56964249,0.01553398
0.22732,0.28584,437456199.4,0.00594,0.12477,2.61516,179751020.0,11.531442,0.215,171151620.0,40860108.0,957478400.0,61.369088,2497360000.0,19.1,2019577524.0,0.593,11.235,0.340519,34.9866,21.5574,33.73333758,31.77736871,0.035714287000000004
0.22732,0.28584,437456199.4,0.00594,0.12477,2.61516,179751020.0,11.531442,0.215,171151620.0,40860108.0,957478400.0,61.369088,2497360000.0,19.1,2054498043.0,0.593,11.43,0.340519,36.0468,21.793000000000003,34.90152131,33.73006627,0.033557046
0.107930005,0.15978,113479096.0,0.00135,0.01107,4.05232,227226776.0,37.54875,0.011000000000000001,227226776.0,24523604.0,1127010279.0,186.239444,685604217.7,308.063,89614229.6,0.151,0.39399999999999996,0.907407,108.965,71.858,85.84511258,94.31632262,0.026006362999999998
0.15389,0.23906,475140400.6,0.00266,0.022130001,9.091804,271206228.0,59.081412,0.053,271206228.0,41735362.0,477226648.0,103.962034,1006069750.0,346.905,1064205426.0,0.322,3.924,0.43449399999999994,124.279,85.994,106.700295,111.7737996,0.03668297
0.26868000000000003,0.35559,1013971737.0,0.00496,0.04167,11.20278,447945111.4,74.02316400000001,0.406,378451348.0,120353904.0,2101209268.0,347.22728,1299424697.0,399.158,-113753409.8,2.5980000000000003,-0.254,0.91358,137.826,97.185,113.6105726,124.1512165,0.03828877
0.18722999,0.26661999999999997,1110927055.0,0.00313,0.02271,2.056788,636091728.0,10.983672,0.161,636091728.0,119095800.0,1175489673.0,20.299296,2154269856.0,78.543,2408594515.0,0.263,3.787,0.9176469999999999,28.1542,17.3755,23.70653142,25.60223499,0.0525105
0.24761,0.36023998,905585181.7,0.0038399999999999997,0.03165,2.795394,612923992.6,11.287596,0.057999999999999996,612924002.0,151765274.0,3162919370.0,58.247388,1960951801.0,74.882,250097127.7,0.26,0.408,0.8087340000000001,28.0364,18.6124,24.39736127,25.94426375,0.039254658
0.30908,0.30267,-211473391.4,0.01061,0.090450004,0.10602,32902718.0,0.36518,0.37200000000000005,30373552.0,10169674.0,286206880.0,3.158218,41798974.0,1.1079999999999999,-13283516.74,0.94,-0.40399999999999997,0.750272,5.301,1.227476,4.166417664,2.920137721,0.026843871
0.09328,0.16193001,223702200.0,0.0033200000000000005,0.023510002000000002,0.8917459999999999,248793600.0,12.758918,0.26,224173400.0,23206600.0,1108733600.0,56.858526,26622800.0,43.646,-753625518.8,0.44299999999999995,-3.029,1.4708299999999999,17.4933,7.69234,16.68506124,16.03143498,0.17132618
0.28433,0.36376998,26418000.0,0.00915,0.09473999999999999,12.176986,224599836.0,42.826190000000004,-0.165,235555236.0,63860558.0,276310511.4,52.68605,519546288.6,315.2,672603922.8,0.267,2.995,0.603254,104.84200000000001,67.146,85.36573726,89.01671266,0.03538663
0.23853001,0.30104000000000003,26418000.0,0.00915,0.09473999999999999,12.308922,466260655.4,88.216886,0.40399999999999997,401117246.0,111217336.0,369852000.0,19.30386096,237080504.0,573.381,847472651.1,4.694,1.818,0.5288510000000001,212.04,150.784,180.61357519999999,190.1671552,0.035369128
0.0538,0.059559997,106486488.0,0.00123,0.012740000000000001,6.837111999999999,47250758.0,127.087352,0.06,45758232.0,2814242.0,16924326.0,45.520276,709970007.4,500.931,702681184.3,-0.9129999999999999,14.870999999999999,0.537313,35.5756,13.9004,24.93433255,24.37232877,0.02545
0.34139,0.42804,-133111000000.0,0.0070799999999999995,0.07704,1.8481225490000002,1206546578.0,6.1894828429999995,0.293,1168919118.0,411899494.9,2853678853.0,15.11035539,7039919365.0,613.319,11609044992.0,0.76,9.622,0.9252870000000001,40.11887255,21.42156863,38.64290505,34.89283873,0.06807512
0.35489,0.31404,1666924082.0,0.00884,0.10461,0.22492647100000002,371617659.0,0.727215686,0.302,344887254.9,131882352.9,878656898.5,1.7195,763632358.9,54.082,2001680203.0,0.7759999999999999,5.386,0.746074,4.151593137,2.351715686,4.096745539,3.821715882,0.0
0.41401002,0.50797004,-3033924971.0,0.00692,0.08405,1.4004521380000001,5429545550.0,3.299070429,0.272,5114816220.0,2246403417.0,71746865512.0,46.27742412,139000000000.0,160.142,101000000000.0,0.43799999999999994,18.535,0.750272,22.45821477,20.22345072,21.828082300000002,21.57682732,0.048012804000000006
0.42963,0.5072,-1939472579.0,0.007259999999999999,0.08238,0.965837088,565674680.0,2.338703857,0.778,489669393.7,233602687.1,1097595007.0,4.292260098,16419113498.0,100.35,18878274080.0,2.249,33.373000000000005,1.038142,14.42121176,8.485119753,13.73707413,13.15874164,0.02705061
0.59378,0.67504996,164341747.4,0.03822,0.22659999,1.6380000000000001,446133515.8,2.430073117,0.02,444172507.5,264905801.8,250490501.0,1.340160066,862629650.3,22.713499999999996,2861553985.0,0.098,6.414,0.750272,12.19808711,11.74415066,12.07328671,12.06761763,0.026843871
0.38105,0.49548998,-1719604334.0,0.01275,0.11675999,1.281264722,709886745.5,5.487742471000001,0.091,620263417.9,169236819.2,4174003856.0,32.26661746,5750909150.0,161.2,3582588508.0,0.064,5.047,1.026225,15.03809975,9.008892578,14.60808855,13.72608142,0.0104
0.47345,0.58300996,-301227570.9,0.015470001,0.12661,0.968164967,449397075.8,4.492923287,0.156,433916686.4,96839775.51,182156541.4,1.814349063,2923932626.0,151.514,3722334800.0,0.22399999999999998,8.283,0.868347,10.46381709,7.053474034,10.15020055,9.881524175,0.043869517999999996
0.36668998,0.49023,-3945755.276,0.02506,0.13272001,0.163882697,88750391.5,0.46988242,0.16699999999999998,85677594.66,31463019.59,132886981.5,0.7111671009999999,12430875.03,12.405,59623899.67,0.366,0.672,1.9214360000000001,1.2710220540000001,0.71465892,0.9808777479999999,1.086788163,0.08610086
1.65953,0.38034,58434538.0,0.07762000000000001,0.46792,0.44020196,29657762.29,0.250479804,1.204,17930838.87,49218000.22,5824702.988,0.061456011,12171316.5,13.412,105427385.3,1.3519999999999999,3.555,0.650081,1.28033357,0.581969805,1.034677598,1.044999531,0.026843871
0.27504,0.36729,2356600.0,0.01349,0.08959,0.016877124,21735058.16,0.061456011,0.488,19812230.85,5978110.227999999,188907.3986,0.00058197,7464693.897999999,1.796,80839080.94,1.624,3.719,1.370703,0.279345506,0.10826966199999999,0.248404116,0.223936324,0.026843871
0.20256001,0.27884000000000003,-21279724309.0,0.00223,0.05343,1.5835513719999998,7052158109.0,8.31269419,0.877,6200500269.0,1353844520.0,118000000000.0,138.56549760000001,220000000000.0,189.707,118000000000.0,0.44299999999999995,16.714000000000002,1.161967,19.89736417,12.71783755,17.2548548,18.13385825,0.019138755
0.34562,0.45326000000000005,1586878231.0,0.0048200000000000005,0.09134,6.781104087999999,1499747952.0,20.68913986,3.813,1193525013.0,491572629.8,22199819794.0,309.1853954,78822554511.0,518.99,60077204430.0,0.44299999999999995,40.058,1.191265,52.56325982,27.49353147,46.00649217,47.36063771,0.02309434
0.24502,0.34456003,-1007066464.0,0.0069900000000000006,0.08964,2.660480366,724130954.0,12.25097821,0.231,612921194.2,177270316.8,9111281933.0,153.67196930000003,4209971688.0,211.097,-3176266339.0,0.316,-4.386,1.400798,33.83819258,15.28738569,30.48148189,29.49224546,0.021917809
0.29577,0.38879,-1445568885.0,0.00995,0.09571,1.236614847,539890263.6,4.394370898,0.7190000000000001,477948628.3,151923345.9,2092233200.0,17.02951399,1108295817.0,91.788,483588418.3,11.292,0.8959999999999999,0.9490190000000001,12.54674556,7.263488435,11.88534831,11.20084888,0.01953125
0.71021,0.30718002,26418000.0,0.028089999999999997,0.21711001,0.047525551,197142962.6,0.16855728899999997,1.08,135932582.0,140013285.6,754059266.3,0.611337009,251680274.1,3.622,147304288.1,1.055,0.747,0.598061,0.549712211,0.41188811200000003,0.53070199,0.529832906,0.026843871
0.31669,0.3412,-24921131.79,0.01762,0.11174,0.170933566,112464627.0,0.6157727270000001,2.332,92359255.51,31210029.59,256709577.5,1.5835513719999998,104438187.4,12.997,119943977.7,0.44299999999999995,1.067,0.341072,1.877259279,1.02972028,1.763725965,1.684692715,0.051612902
0.40276,0.53281,-931700294.4,0.00577,0.11690999999999999,1.033547015,5589969903.0,2.5849115240000002,0.535,5056724469.0,2251415766.0,87371144390.0,40.38187666,118000000000.0,80.811,58016581016.0,1.555,10.379000000000001,1.114427,14.41861885,8.764849881,13.75452719,12.90748843,0.033374034
0.36330999999999997,0.51230997,-2150496960.0,0.004520000000000001,0.095369995,0.93842821,5117391796.0,2.5845635280000003,0.061,5042340650.0,1859224671.0,86711466253.0,43.7930458,179000000000.0,88.25299999999999,115000000000.0,0.113,22.545,0.820342,13.17743444,9.790276998,12.06030398,12.11052973,0.040553905
0.44661999999999996,0.5533600000000001,821501664.1,0.0071200000000000005,0.1337,2.021158607,5274801900.0,4.70803285,0.09699999999999999,4784707887.0,2355814425.0,77572632794.0,69.17294693,132000000000.0,137.114,76783392400.0,0.14800000000000002,14.557,0.795895,20.00046872,15.80596142,19.60407618,18.50502247,0.017119246
0.36330999999999997,0.51230997,-2150496960.0,0.004520000000000001,0.095369995,0.93842821,5117391796.0,2.5845635280000003,0.061,5042340650.0,1859224671.0,86711466253.0,43.7930458,179000000000.0,88.25299999999999,114000000000.0,0.113,22.263,0.820342,11.83185135,8.317095507000001,11.37249712,11.2454061,0.043049138
0.53962004,0.64663005,-172257828.4,0.008590001,0.58233,1.230396542,393815059.7,2.545124024,0.444,271900583.9,212509330.1,85490925.92,0.551689069,16239795.97,23.684,5492039902.0,0.605,13.946,0.7934899999999999,41.37668016,18.43216842,37.4317646,33.58633403,0.002450981
0.40271,0.50338,-803612127.6,0.009609999999999999,0.37540999999999997,0.6958752570000001,442824306.6,1.771297746,0.773,306368042.9,174122402.0,388896721.5,1.555540457,6431747801.0,19.588,10149199370.0,1.21,22.919,0.750272,20.48534263,11.66945339,17.76984923,17.36474056,0.009370152
0.21795,0.27402002,-39913625850.0,0.00705,0.13036999,1.8147946209999999,37381105735.0,10.53205928,0.207,34901388711.0,8147177751.0,412000000000.0,118.4595334,396000000000.0,16.47,42665863814.0,0.628,1.141,1.122895,17.03255878,10.40381667,16.5509,15.76139537,0.02393273
0.21795,0.27402002,-39913625850.0,0.00705,0.13036999,1.8147946209999999,37381105735.0,10.53205928,0.207,34901388711.0,8147177751.0,412000000000.0,118.4595334,396000000000.0,16.47,42740793710.0,0.628,1.143,1.122895,17.03794712,14.51620163,16.56886205,15.82444655,0.023901809
0.01066,0.11377000000000001,18014315526.0,0.00026000000000000003,0.00465,0.480640381,19608186964.0,8.012469125,-0.13,21260254323.0,209067788.9,333000000000.0,138.28541030000002,247000000000.0,18.862000000000002,-61380972499.0,-0.782,-3.13,1.5802459999999998,14.548531699999998,9.160186625,10.32478797,10.725239,0.010517458
0.34998,0.39441,1723192824.0,0.006509999999999999,0.0924,4.153336383,1018612753.0,11.86836886,-0.064,1018612753.0,356492910.1,13383571839.0,155.871891,15022705789.0,41.625,9143461202.0,-0.042,8.976,0.315375,109.4911719,76.73003385,85.06400828,92.40413264,0.04993065
0.10255999999999998,0.15816,-343991949.5,0.00298,0.06884,0.398737535,1211515437.0,4.126394657,-0.069,1211515506.0,124255237.4,5595041784.0,18.8958485,2612593027.0,5.745,-585200552.9,0.284,-0.483,1.28073,8.707565639,5.1728112710000005,7.8020243979999995,7.925058312999999,0.043604653
0.35548002,0.44451,161443439.8,0.021879999,0.14637999,5.6038788770000005,477584111.2,16.25879243,0.011000000000000001,475058055.1,169773821.2,596023177.6,20.28927454,2739278348.0,38.373000000000005,4259600962.0,0.062,8.919,0.744107,124.25523740000001,67.13877962,86.20304624,104.2177063,0.059429478
-0.31145,-0.13859999,2876846531.0,-0.00503,-0.045380000000000004,-0.388345996,1554927114.0,1.243993101,0.155,1437908916.0,-484275188.9,3377067019.0,2.7017050910000004,11382909724.0,32.471,20166729396.0,1.34,12.97,1.0158129999999999,11.364907,4.683298402,10.49705811,9.507777805,0.030701756
0.27249,0.3824,-547773608.8,0.00795,0.08343001,2.878132478,1374101926.0,10.56198236,0.161,1297152781.0,374432415.9,844202496.1,6.488978692000001,3156018544.0,134.975,8829722478.0,0.44299999999999995,6.426,1.036624,61.33809274,25.58968649,56.03084063,49.12928418,0.016309014
0.14928001,0.3798,1322314713.0,0.00527,0.0425,2.564369487,1753853886.0,17.18238145,-0.012,1727141813.0,261808464.1,3335215933.0,32.63752336,6651580903.0,267.97700000000003,10821656676.0,-0.11199999999999999,6.17,1.274455,79.31516898,30.86193346,72.61127293,63.60165868,0.06709765
0.20653000000000002,0.33823000000000003,1343028519.0,0.00588,0.056020003,1.137005065,1750916818.0,6.670806916,0.244,1630969084.0,361622392.7,2902790438.0,11.05963104,4554830822.0,96.363,8654954196.0,0.684,4.9430000000000005,0.9537899999999999,28.598725,10.49305737,26.71085938,23.06528321,0.009469697
0.18145001,0.34914002,112736585.5,0.006679999999999999,0.06688,1.3604969,1108365899.0,7.518481355,0.083,1086431872.0,201116933.0,1510506471.0,10.24641909,3217852757.0,82.11,4126234248.0,0.425,3.7230000000000003,1.14279,21.03755131,8.204130644,18.88293211,17.61971819,0.026843871
-0.16549,0.39148,-1406589946.0,-0.00542,-0.063779995,-0.065067243,871153407.8,0.718054318,0.218,813771061.9,-144165094.6,795710646.1,0.655816086,690412560.2,7.1610000000000005,1518624131.0,0.44299999999999995,1.743,1.277188,1.77327526,0.53494018,1.55099077,1.233752494,0.026843871
0.22605999999999998,0.42855,3945540475.0,0.00884,0.06967000000000001,1.064736704,596509984.0,4.565251506,-0.114,483217122.5,134847621.8,5317740714.0,40.69917474,783792573.9,58.244,-2973070188.0,-0.18600000000000003,-4.984,0.705697,12.82056152,7.021089861,11.94899815,11.37943834,0.08060344
-0.14193,0.058330003,-1135313584.0,-0.00352,-0.04118,-0.542141298,498816541.9,3.820707362,-0.01,500423422.0,-70794707.63,577595223.5,4.4240581610000005,1060709214.0,50.141000000000005,1695216147.0,0.499,3.398,1.431154,12.20332285,2.8598725,11.02085353,8.399823077,0.026843871
0.10877,0.18243,-151164070.9,0.00282,0.024600001,0.149680377,129804518.5,1.3913588330000002,0.055999999999999994,131003506.7,14119334.56,800236799.7,8.613051262,413967062.9,20.613000000000003,-188898504.3,-0.706,-1.455,1.1091950000000002,3.009038512,1.183040782,2.27806796,2.121452135,0.026843871
-2.30325,-2.3144299999999998,18640093.44,-0.010740000000000001,-0.25215998,-0.132706314,60038805.34,0.05735176,-0.23600000000000002,69490786.83,-138284357.3,747051697.3,0.715225308,448424156.5,1.8259999999999998,-245327846.0,0.44299999999999995,-4.086,0.8785350000000001,0.16099642,0.039966204,0.08397589400000001,0.056682724000000004,0.026843871
-0.45316999999999996,0.28280002,302284918.6,0.0044399999999999995,0.07046000000000001,-0.193658632,75338604.74,0.39220373799999997,-0.009000000000000001,75520951.45,14991955.72,159537415.5,0.840730504,59830487.29,4.146,-32995517.67,0.44299999999999995,-0.43799999999999994,1.318034,0.442868745,0.167168806,0.35882712200000005,0.275293461,0.026843871
0.061729997,0.16030999999999998,12816792337.0,0.00114,0.025150001,0.740962,27747790377.0,13.200667999999999,0.226,26194008000.0,1301689925.0,708000000000.0,343.017108,566000000000.0,30.105,-112000000000.0,22.302,-4.0489999999999995,1.416252,14.795679999999999,7.9550339999999995,12.64334324,12.83556221,0.009918845
-0.43011000000000005,0.055720000000000006,28580636754.0,-0.0057,-0.10222,-2.372492,8646520302.0,6.9042580000000005,-0.017,7728858000.0,-3860305925.0,224000000000.0,178.50116200000002,97790492754.0,23.322,-117000000000.0,0.44299999999999995,-13.491,1.9551060000000002,8.095216,4.61776,6.330735742000001,6.654309252999999,0.037009623
-0.13158,-0.07895,1827758533.0,-0.00126,-0.0187,-1.439516,537168000.0,8.639452,0.307,486514000.0,-89528000.0,10004754226.0,168.829782,37551105020.0,50.001000000000005,28979717370.0,2.333,53.949,1.81205,30.20392,17.06922,25.48733758,25.76155124,0.017621145
0.27974,0.45139998,606265936.6,0.00409,0.11802,0.703266,77892121.23,2.512674,0.18899999999999997,77892118.88,21789979.61,369852000.0,19.30386096,237080504.0,5.254,644661762.8,0.44299999999999995,8.276,0.5787720000000001,25.6804,13.2525,22.82538624,21.11810495,0.01594203
0.1901,0.25194,-482697815.0,0.00615,0.054580002999999995,0.872898,268287144.0,4.590666000000001,0.024,266632054.0,51001510.0,1669198934.0,28.845685999999997,1892235461.0,13.897,773825448.2,0.138,2.884,0.882109,10.9554,5.89,8.948873726,9.776582467999999,0.023017904
0.43756000000000006,0.50536,-19107133784.0,0.006520000000000001,0.08307999,0.06948,2159258960.0,0.15875999999999998,-0.196,2110128624.0,944803160.1,12021263106.0,0.8839440000000001,20005742445.0,23.41,23724915425.0,-0.32799999999999996,10.988,0.29161,1.197,0.972,1.15965,1.159779024,0.048840805999999994
0.34838,0.39946,-9084943466.0,0.006529999999999999,0.10167000000000001,0.04986,1920353550.0,0.143928,-0.01,1908815832.0,669016866.8,25433859686.0,1.9072799999999999,9695201329.0,14.442,-3131936539.0,-0.021,-1.631,0.405563,0.9576,0.80066952,0.9283583879999999,0.8955916559999999,0.021821631
0.34564,0.46979,-7662824718.0,0.01288,0.1351,0.096984,3405818069.0,0.28062,0.39399999999999996,2698498872.0,1177194701.0,16889322406.0,1.391508,18225915494.0,21.151,12888641765.0,0.47100000000000003,3.784,0.6729470000000001,1.0008,0.6174,0.8909499959999999,0.88577622,0.047904193
0.38272998,0.46273000000000003,-11200308314.0,0.0046700000000000005,0.08108,0.049068,1747414942.0,0.128484,0.23199999999999998,1595587140.0,668792660.0,8144892002.0,0.5988600000000001,11694823834.0,17.765,14564128850.0,0.36700000000000005,8.335,0.388963,0.7992,0.6705882,0.773952912,0.750951432,0.03752252
0.31851,0.37278,-8451058434.0,0.00549,0.08588000400000001,0.052632000000000005,2142573576.0,0.165276,0.152,1982798496.0,682428948.5,8664468554.0,0.6683399999999999,14933246607.0,17.678,16769747386.0,0.01,7.827000000000001,0.44908000000000003,0.8251485120000001,0.70930692,0.8174683079999999,0.7988967359999999,0.039164834
0.34893,0.39813998,-11737017483.0,0.00535,0.08635,0.044927999999999996,1698855911.0,0.128772,0.344,1364498784.0,592783441.9,6831248966.0,0.517752,12044565873.0,15.133,14950668829.0,0.797,8.8,0.384925,0.7488,0.60151986,0.70862598,0.665745264,0.012554744
0.50788,0.32854,-4319124849.0,0.00892,0.10776,0.0585,1438425317.0,0.126072,-0.41700000000000004,1522228536.0,667362631.7,6515645350.0,0.571068,11415511499.0,16.668,12664733958.0,0.852,8.805,0.474203,0.678383712,0.427002948,0.6195168000000001,0.530957916,0.028858697000000003
0.38266999999999995,0.59715,-126038624.3,0.0087,0.08936000000000001,0.11268,1316574314.0,0.294516,0.022000000000000002,1301755968.0,503807127.6,3236911055.0,0.724104,6521249268.0,36.234,12431115289.0,0.129,9.442,0.392552,1.6722,1.3176,1.55255004,1.5560056080000002,0.036956523
0.28585,0.32731998,-5407255167.0,0.00301,0.041960000000000004,0.023868,876863987.7,0.083592,0.071,881312148.0,250653560.8,8556186305.0,0.81576,6105748341.0,16.191,3742014210.0,0.267,4.2669999999999995,0.310004,0.65227716,0.568514844,0.596903976,0.60280272,0.021317365
0.50788,0.32854,-4319124849.0,0.00892,0.10776,0.0585,1438425317.0,0.126072,-0.41700000000000004,1522228536.0,667362631.7,6515645350.0,0.571068,11415511499.0,16.668,25972637958.0,0.852,18.055999999999997,0.474203,1.8216,1.818,20.224285000000002,20.199215,0.010514852
0.36878,0.41648999999999997,-6802526896.0,0.0071200000000000005,0.09781000000000001,0.048456,1482016702.0,0.131472,0.15,1315421856.0,546542420.0,10239441371.0,0.90846,8940507955.0,14.562000000000001,4361390457.0,0.268,2.943,0.350829,0.522,0.37799999999999995,0.5013,0.48275244,0.049645387
0.36701,0.41356000000000004,-4696196088.0,0.007559999999999999,0.088920005,0.049932,1609560097.0,0.152352,0.261,1522228536.0,527454498.8,3329246527.0,0.305064,11943138558.0,16.63,29097475965.0,0.748,18.078,0.45844300000000004,1.9584,1.8359999999999999,1.86969996,1.900372068,0.010732176999999999
0.25689,0.29138002,-4592434545.0,0.00263,0.046350002,0.022608,635266547.7,0.084816,-0.037000000000000005,641387376.0,163190956.0,1755731902.0,0.23446799999999998,5279518163.0,13.175,6084882137.0,-0.133,9.578,0.49674399999999996,0.35860734,0.31682782800000003,0.336884652,0.33681059999999996,0.019690722
0.3717,0.4317,-1532996518.0,0.00596,0.07712000000000001,0.03852,414150819.8,0.10422000000000001,0.147,400489560.0,153939133.4,2063315534.0,0.49698000000000003,1384234058.0,14.149000000000001,1047192920.0,0.285,2.529,0.318961,0.4266,0.36065743200000006,0.41411599200000004,0.402560064,0.020869564
0.6978,0.79422,-811399422.0,0.02298,0.16636999,0.22597199999999998,362230124.5,0.323856,1.31,293841216.0,252762992.6,1624232559.0,1.448604,1604872176.0,42.893,1635581067.0,1.713,4.515,0.671971,1.6056,1.2996,1.52614998,1.4687748,0.041860465
0.27091998,0.3042,-2843601076.0,0.00536,0.07038,0.041292,535521706.0,0.17308800000000002,0.255,502501896.0,127801764.9,5754000900.0,1.86012,3603776864.0,19.021,-786375032.8,1.5959999999999999,-1.4680000000000002,0.27121,0.4284,0.33118236,0.412700292,0.395257176,0.007881355999999999
0.28298,0.32816999999999996,-1031475364.0,0.00433,0.060650002,0.0306,373809918.0,0.108396,0.305,351099612.0,105780639.7,2157498630.0,0.6257159999999999,1937009443.0,14.34,1101513867.0,1.1059999999999999,2.947,0.364651,0.39564320399999997,0.355019112,0.38313270000000005,0.378925164,0.030258028
0.39126,0.45509997,-317924352.0,0.00644,0.058539999999999995,0.037332,186829516.8,0.095436,-0.122,193632588.0,73098252.29,848070180.9,0.43315200000000004,435453456.4,17.848,679897129.0,-0.2,3.639,0.362068,0.6174,0.4896,0.5720999760000001,0.554626584,0.04492308
