symbol,shortName,country,averageVolume,currentPrice,currency,sector,industry,profitMargins,operatingMargins,operatingCashflow,returnOnAssets,returnOnEquity,trailingEps,totalRevenue,revenuePerShare,revenueGrowth,grossProfits,netIncomeToCommon,totalCash,totalCashPerShare,totalDebt,bookValue,marketCap,enterpriseValue,trailingPE,earningsQuarterlyGrowth,forwardPE,pegRatio,priceToSalesTrailing12Months,priceToBook,enterpriseToRevenue,beta,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendYield,fiveYearAvgDividendYield
BNP.PA,BNP PARIBAS ACT.A,France,2932191,53.54,EUR,Financial Services,Banks—Regional,0.19459,0.27386,96478203920,0.00321,0.07193,6.695752,49427699663,39.606716,0.085,46634664000,9091804151,1.40E+12,1118.668852,8.45E+11,91.103,78761966911,-4.68E+11,9.419423,0.266,8.762684,,1.5934783,0.5876865,-9.466,2.013683,68.22976,33.91462,62.908145,62.69193488,0.02049483,
INGA.AS,ING GROEP N.V.,Netherlands,13227026,11.698,EUR,Financial Services,Banks—Diversified,0.23617001,0.41182,-48142503698,0.00416,0.07462,0.851694,19851655698,5.08896,0.361,17691204000,4688440000,2.11E+11,54.155016,2.28E+11,14.101,53788840976,72230804996,16.179806,3.88,8.665185,,2.7095392,0.82958657,3.639,2.111672,14.098304,6.652166,13.60557369,12.85058878,0.010188486,
NDA-FI.HE,Nordea Bank Abp,Finland,3661932,11.062,EUR,Financial Services,Banks—Regional,0.32535,0.41467997,11970835849,0.00435,0.07862,0.743318,9388659849,2.330084,0.247,8853848000,3022748151,1.27E+11,31.388988,2.75E+11,8.537,52682395222,1.93E+11,17.530905,0.713,14.182053,,5.6112795,1.2957715,20.555,1.070757,13.031036,7.307134,12.02783824,10.81096424,0.03625883,
ACA.PA,CREDIT AGRICOLE,France,5475869,11.66,EUR,Financial Services,Banks—Regional,0.20712,0.3425,32268953321,0.00255,0.07037,1.127346,23398612869,8.025714,,21167482000,4702576000,1.09E+12,355.711236,4.08E+11,22.531,42370386026,-6.32E+11,12.1839075,,8.328571,,1.8108076,0.5175092,-26.996,2.082098,15.89122,7.673492,14.19889224,14.36556275,0.0673968,
KBC.BR,KBC,Belgium,454183,71.9,EUR,Financial Services,Banks—Regional,0.29558,0.39051998,61961623282,0.00613,0.09536,5.523642,7978594226,19.167238,0.479,7211716000,2299456000,1.10E+11,264.245426,44349342794,53.442,35293234041,-34645234373,15.333759,,12.332762,,4.42349,1.3453838,-4.342,1.629629,86.51232,48.15664,83.82189758,77.91848016,0.006040637,
GLE.PA,SOCIETE GENERALE,France,3099976,26.05,EUR,Financial Services,Banks—Regional,0.04341,0.19182,25560710000,0.00089,0.01967,0.162564,23932248302,26.018486,0.332,22178206000,149606000,7.53E+11,885.265822,3.82E+11,73.986,26095955276,-3.40E+11,188.76811,,5.519068,,1.0904096,0.35209364,-14.194,1.929795,32.65416,12.691772,31.31582124,29.04129879,0.020876829,
EBS.VI,ERSTE GROUP BANK AG,Austria,608759,35.64,EUR,Financial Services,Banks—Regional,0.14914,0.27001,-8925352487,0.00425,0.055120002,2.178122,7131765347,16.731134,0.12,6904729200,928690417.2,18544306549,45.734672,48903313924,43.427,17023261489,51715949396,19.275284,0.509,,,2.3869631,0.8206876,7.251,1.946932,42.4669,19.6137,40.4643,37.46817127,0.014096419,
ABN.AS,ABN AMRO BANK N.V.,Netherlands,2733996,11.618,EUR,Financial Services,Banks—Diversified,0.0954,0.22469999,25160901472,0.00166,0.03217,0.242668,8545212151,9.104762,0.415,6610936000,689130000,1.19E+11,126.645602,1.13E+11,22.514,12864843835,6789944654,56.39806,,4.7810698,,1.5055032,0.5160345,0.795,1.560433,14.227884,7.730036,13.41601229,12.55379875,0.05843933,
RBI.VI,RAIFFEISEN BANK INTERNAT. AG,Austria,354455,21.42,EUR,Financial Services,Banks—Regional,0.18777001,0.30146,20272344265,0.0057,0.06814,2.72707,5287020815,16.089124,-0.049,5357700674,896108105.7,52813275734,160.713362,19424041925,41.717,8291913728,-24641164706,9.2527,0.22,,,1.5683528,0.51345974,-4.661,1.582633,25.60972,13.7237,24.40717755,22.81475126,0.022388058,
A5G.IR,AIB GROUP PLC,Ireland,3243998,2.293,EUR,Financial Services,Banks—Regional,0.10108,0.34025002,-778658000,0.00208,0.0171,-0.3534,2610448000,0.961248,,1075514000,186124000,50941431095,18.766718,22728330945,4.944,7331958248,-20657311498,,,,,2.8086972,0.46379453,-7.913,2.542168,3.2984,1.006601,2.807632242,2.728219375,0.034843206,
CRAP.PA,CRCAM ALP.PROV.CCI,France,153,84.5,EUR,Financial Services,Banks—Regional,0.14186,0.21574,1423053403,0.00214,0.018819999,4.378626,399234792.6,53.590754,0.261,399234802,56634706,710277456,95.342608,2043723923,332.235,741224062.6,2193593117,22.733387,,,,1.8566118,0.25433806,5.494,0.593698,120.72144,84.816,98.45985516,107.5445323,0.0450711,3.44
CAF.PA,CRCAM PARIS ET IDF,France,905,70.6,EUR,Financial Services,Banks—Regional,0.23815,0.35286,2506564911,0.00349,0.032560002,8.906858,1047868734,37.399144,-0.044,1047868696,249547520,6668025537,237.984272,1830213779,230.807,688764122.6,-2527715383,9.337389,-0.099,,,0.6573,0.30588326,-2.412,0.534792,102.09726,64.79,82.60103016,88.94652271,0.036619715,4.36
CRLO.PA,CRCAM LOIRE HTE L.,France,143,69.12,EUR,Financial Services,Banks—Regional,0.18989,0.27659,223227456.6,0.00543,0.03138,10.134334,432558056.6,53.36929,-0.019,432558066,82138406,424276735.4,52.347964,148934540,275.374,659879336.4,483706515,8.034408,-0.189,,,1.5255278,0.2510041,1.118,0.396351,97.774,74.803,82.94789226,88.17354738,0.039073806,
CRTO.PA,CRCAM TOURAINE CCI,France,159,88.45,EUR,Financial Services,Banks—Regional,0.18789,0.2666,510244800.6,0.00316,0.020639999,8.536966,286634503.4,45.438994,-0.022,286634494,53855804,426200400,67.563012,501434529.2,351.989,657230287.7,796046561.7,12.2050495,-0.077,,,2.292921,0.25128624,2.777,0.814814,124.279,82.46,108.3210227,112.5349172,0.033013005,3.22
EVLI.HE,Evli Pankki Oyj,Finland,6579,23,EUR,Financial Services,Banks—Regional,0.30507,0.44347,-7657000,0.04395,0.38744,1.32525,120862800,4.860428,0.535,93651000,36871400,20732800,0.870542,154318000,4.23,644306138.8,812760138.8,20.444445,0.591,36.50794,,5.3308887,5.437352,6.725,1.181818,31.4526,11.23812,28.47487752,23.45365134,0.031330474,
OMASP.HE,Oma Säästöpankki Oyj,Finland,51234,15.35,EUR,Financial Services,Banks—Regional,0.57857,0.51149,-865354050.3,0.01377,0.16634001,1.361768,120984134,4.07588,0.519,103176308,69997938,318883431.4,10.7787,2066128315,11.951,534964857.3,2310598334,13.278547,4.766,,,4.421777,1.2844113,19.098,1.100381,19.5548,9.23552,18.65166627,15.56964249,0.01553398,
ALBBV.HE,Bank of Åland Plc B,Finland,3676,28.1,EUR,Financial Services,Banks—Regional,0.22732,0.28584,437456199.4,0.00594,0.12477,2.61516,179751020,11.531442,0.215,171151620,40860108,957478400,61.369088,2497360000,19.1,529645348.5,2019577524,12.657658,0.593,,,2.94655,1.4712042,11.235,0.340519,34.9866,21.5574,33.73333758,31.77736871,0.035714287,4.38
ALBAV.HE,ALANDSBANKEN ABP (BANK OF ALAND,Finland,1846,29.6,EUR,Financial Services,Banks—Regional,0.22732,0.28584,437456199.4,0.00594,0.12477,2.61516,179751020,11.531442,0.215,171151620,40860108,957478400,61.369088,2497360000,19.1,525577422.4,2054498043,13.333333,0.593,,,2.923919,1.5497382,11.43,0.340519,36.0468,21.793,34.90152131,33.73006627,0.033557046,
CIV.PA,CRCAM ILLE-VIL.CCI,France,201,72.29,EUR,Financial Services,Banks—Regional,0.107930005,0.15978,113479096,0.00135,0.01107,4.05232,227226776,37.54875,0.011,227226776,24523604,1127010279,186.239444,685604217.7,308.063,515275143.3,89614229.6,21.014534,0.151,,,2.2676692,0.2346598,0.394,0.907407,108.965,71.858,85.84511258,94.31632262,0.026006363,
CAT31.PA,CA TOULOUSE 31 CCI,France,152,88.51,EUR,Financial Services,Banks—Regional,0.15389,0.23906,475140400.6,0.00266,0.022130001,9.091804,271206228,59.081412,0.053,271206228,41735362,477226648,103.962034,1006069750,346.905,477272034,1064205426,11.467998,0.322,,,1.7598122,0.2551419,3.924,0.434494,124.279,85.994,106.700295,111.7737996,0.03668297,
CCN.PA,CRCAM NORM.SEINE,France,220,93.76,EUR,Financial Services,Banks—Regional,0.26868,0.35559,1013971737,0.00496,0.04167,11.20278,447945111.4,74.023164,0.406,378451348,120353904,2101209268,347.22728,1299424697,399.158,385273588.9,-113753409.8,9.859096,2.598,,,0.8600911,0.23489447,-0.254,0.91358,137.826,97.185,113.6105726,124.1512165,0.03828877,
CNF.PA,CRCAM NORD CCI,France,1940,20,EUR,Financial Services,Banks—Regional,0.18722999,0.26662,1110927055,0.00313,0.02271,2.056788,636091728,10.983672,0.161,636091728,119095800,1175489673,20.299296,2154269856,78.543,381401041.2,2408594515,11.454753,0.263,6.451613,,0.5996007,0.2546376,3.787,0.917647,28.1542,17.3755,23.70653142,25.60223499,0.0525105,
CRBP2.PA,CRCAM BRIE PIC2CCI,France,3500,20.45,EUR,Financial Services,Banks—Regional,0.24761,0.36023998,905585181.7,0.00384,0.03165,2.795394,612923992.6,11.287596,0.058,612924002,151765274,3162919370,58.247388,1960951801,74.882,376330740.7,250097127.7,8.6177845,0.26,,,0.6139925,0.27309632,0.408,0.808734,28.0364,18.6124,24.39736127,25.94426375,0.039254658,
CPA1T.TL,Coop Pank,Estonia,211423,3.325,EUR,Financial Services,Banks—Regional,0.30908,0.30267,-211473391.4,0.01061,0.090450004,0.10602,32902718,0.36518,0.372,30373552,10169674,286206880,3.158218,41798974,1.108,354960237.4,-13283516.74,36.944443,0.94,,,10.788174,3.0009024,-0.404,,5.301,1.227476,4.166417664,2.920137721,,
ADKO.VI,ADDIKO BANK AG,Austria,7257,13.9,EUR,Financial Services,Banks—Regional,0.09328,0.16193001,223702200,0.00332,0.023510002,0.891746,248793600,12.758918,0.26,224173400,23206600,1108733600,56.858526,26622800,43.646,319296881.2,-753625518.8,18.361954,,,,1.2833806,0.31847134,-3.029,1.47083,17.4933,7.69234,16.68506124,16.03143498,0.17132618,
CMO.PA,CRCAM MORBIHAN CCI,France,281,75.45,EUR,Financial Services,Banks—Regional,0.28433,0.36376998,,,,12.176986,224599836,42.82619,-0.165,235555236,63860558,276310511.4,52.68605,519546288.6,315.2,141436673.7,672603922.8,7.2990227,0.267,,,0.6297274,0.2393718,2.995,0.603254,104.842,67.146,85.36573726,89.01671266,0.03538663,
CRSU.PA,CRCAM SUD R.A.CCI,France,135,150.98,EUR,Financial Services,Banks—Regional,0.23853001,0.30104,,,,12.308922,466260655.4,88.216886,0.404,401117246,111217336,,,,573.381,115162882.1,847472651.1,14.449228,4.694,,,0.2469925,0.26331532,1.818,0.528851,212.04,150.784,180.6135752,190.1671552,0.035369128,
VVPS.VI,VOLKSBANK VORARLBERG PS,Austria,55,20,EUR,Financial Services,Banks—Regional,0.0538,0.059559997,106486488,0.00123,0.01274,6.837112,47250758,127.087352,0.06,45758232,2814242,16924326,45.520276,709970007.4,500.931,8759560.88,702681184.3,3.4458995,-0.913,,,0.18538456,0.039925657,14.871,0.537313,35.5756,13.9004,24.93433255,24.37232877,0.02545,
KOMB.PR,KOMERCNI BANKA,Czech Republic,124187,861.5,CZK,Financial Services,Banks—Regional,0.34139,0.42804,-1.33111E+11,0.00708,0.07704,1.848122549,1206546578,6.189482843,0.293,1168919118,411899494.9,2853678853,15.11035539,7039919365,613.319,7576689805,11609044992,21.707907,0.76,11.587089,,6.2796497,1.4046525,9.622,0.925287,40.11887255,21.42156863,38.64290505,34.89283873,0.06807512,
MONET.PR,MONETA MONEY BANK,Czech Republic,916738,88.5,CZK,Financial Services,Banks—Regional,0.35489,0.31404,1666924082,0.00884,0.10461,0.224926471,371617659,0.727215686,0.302,344887254.9,131882352.9,878656898.5,1.7195,763632358.9,54.082,2105996408,2001680203,18.32298,0.776,12.606837,,5.667105,1.6364039,5.386,0.746074,4.151593137,2.351715686,4.096745539,3.821715882,0,
DNB.OL,DNB BANK ASA,Norway,976021,185.7,NOK,Financial Services,Banks—Regional,0.41401002,0.50797004,-3033924971,0.00692,0.08405,1.400452138,5429545550,3.299070429,0.272,5114816220,2246403417,71746865512,46.27742412,1.39E+11,160.142,33510253323,1.01E+11,15.433844,0.438,12.479838,,6.171834,1.1595958,18.535,,22.45821477,20.22345072,21.8280823,21.57682732,0.048012804,
SRBNK.OL,SPAREBANK 1 SR BK,Norway,150236,115,NOK,Financial Services,Banks—Regional,0.42963,0.5072,-1939472579,0.00726,0.08238,0.965837088,565674680,2.338703857,0.778,489669393.7,233602687.1,1097595007,4.292260098,16419113498,100.35,3422796562,18878274080,13.858761,2.249,,,6.050822,1.1459891,33.373,1.038142,14.42121176,8.485119753,13.73707413,13.15874164,0.02705061,
BANO.OL,BANK NORWEGIAN ASA,Norway,307604,104.7,NOK,Financial Services,Banks—Regional,0.59378,0.67504996,164341747.4,0.03822,0.22659999,,446133515.8,2.430073117,0.02,444172507.5,264905801.8,250490501,1.340160066,862629650.3,,,2861553985,,0.098,,,,,6.414,,12.19808711,11.74415066,12.07328671,12.06761763,,
MING.OL,SPAREBANK 1 SMN,Norway,108373,124.8,NOK,Financial Services,Banks—Regional,0.38105,0.49548998,-1719604334,0.01275,0.11675999,1.281264722,709886745.5,5.487742471,0.091,620263417.9,169236819.2,4174003856,32.26661746,5750909150,161.2,1885993424,3582588508,11.337209,0.064,12.905894,,2.6567526,0.7741936,5.047,1.026225,15.03809975,9.008892578,14.60808855,13.72608142,0.0104,4.51
NONG.OL,SPAREBK 1 NORD-NOR,Norway,92151,89.3,NOK,Financial Services,Banks—Regional,0.47345,0.58300996,-301227570.9,0.015470001,0.12661,0.968164967,449397075.8,4.492923287,0.156,433916686.4,96839775.51,182156541.4,1.814349063,2923932626,151.514,1043555671,3722334800,10.735754,0.224,13.017493,,2.3221238,0.5893845,8.283,0.868347,10.46381709,7.053474034,10.15020055,9.881524175,0.043869518,5.37
KOMP.OL,KOMPLETT BANK ASA,Norway,302483,8.17,NOK,Financial Services,Banks—Regional,0.36668998,0.49023,-3945755.276,0.02506,0.13272001,0.163882697,88750391.5,0.46988242,0.167,85677594.66,31463019.59,132886981.5,0.711167101,12430875.03,12.405,177725689.7,59623899.67,5.802557,0.366,3.1064637,,2.0025342,0.6586054,0.672,1.921436,1.271022054,0.71465892,0.980877748,1.086788163,0.08610086,
BRA.OL,BRABANK ASA 'NEW',Norway,108257,9.1,NOK,Financial Services,Banks—Regional,1.65953,0.38034,58434538,0.07762,0.46792,0.44020196,29657762.29,0.250479804,1.204,17930838.87,49218000.22,5824702.988,0.061456011,12171316.5,13.412,100396663.2,105427385.3,2.4061344,1.352,,,3.3851733,0.6784969,3.555,0.650081,1.28033357,0.581969805,1.034677598,1.044999531,,
INSTA.OL,INSTABANK ASA,Norway,449389,2.11,NOK,Financial Services,Banks—Regional,0.27504,0.36729,2356600,0.01349,0.08959,0.016877124,21735058.16,0.061456011,0.488,19812230.85,5978110.228,188907.3986,0.00058197,7464693.898,1.796,81693960.13,80839080.94,14.5517235,1.624,,,3.7586262,1.1748329,3.719,1.370703,0.279345506,0.108269662,0.248404116,0.223936324,,
DANSKE.CO,Danske Bank A/S,Denmark,2210677,105,DKK,Financial Services,Banks—Regional,0.20256001,0.27884,-21279724309,0.00223,0.05343,1.583551372,7052158109,8.31269419,0.877,6200500269,1353844520,1.18E+11,138.5654976,2.20E+11,189.707,14194874217,1.18E+11,10.504201,,5.263158,,2.0128412,0.5534851,16.714,1.161967,19.89736417,12.71783755,17.2548548,18.13385825,0.019138755,
JYSK.CO,Jyske Bank A/S,Denmark,240961,265.1,DKK,Financial Services,Banks—Regional,0.34562,0.45326,1586878231,0.00482,0.09134,6.781104088,1499747952,20.68913986,3.813,1193525013,491572629.8,22199819794,309.1853954,78822554511,518.99,2984503157,60077204430,6.193202,,8.341724,,1.9900031,0.5107998,40.058,1.191265,52.56325982,27.49353147,46.00649217,47.36063771,0.02309434,
SYDB.CO,Sydbank A/S,Denmark,125386,183.2,DKK,Financial Services,Banks—Regional,0.24502,0.34456003,-1007066464,0.00699,0.08964,2.660480366,724130954,12.25097821,0.231,612921194.2,177270316.8,9111281933,153.6719693,4209971688,211.097,1720599712,-3176266339,10.908657,0.316,10.373726,,2.376089,0.86784744,-4.386,1.400798,33.83819258,15.28738569,30.48148189,29.49224546,0.021917809,
SPNO.CO,Spar Nord Bank A/S,Denmark,113432,76.5,DKK,Financial Services,Banks—Regional,0.29577,0.38879,-1445568885,0.00995,0.09571,1.236614847,539890263.6,4.394370898,0.719,477948628.3,151923345.9,2092233200,17.02951399,1108295817,91.788,1488930113,483588418.3,9.800154,11.292,11.538462,,2.7578385,0.8334423,0.896,0.949019,12.54674556,7.263488435,11.88534831,11.20084888,0.01953125,
VJBA.CO,Vestjysk Bank A/S,Denmark,1326965,3.25,DKK,Financial Services,Banks—Regional,0.71021,0.30718002,,0.02809,0.21711001,0.047525551,197142962.6,0.168557289,1.08,135932582,140013285.6,754059266.3,0.611337009,251680274.1,3.622,635028519.3,147304288.1,10.833333,1.055,,,3.2211576,0.89729434,0.747,0.598061,0.549712211,0.411888112,0.53070199,0.529832906,,
DAB.CO,Danske Andelskassers Bank A/S,Denmark,167084,11.05,DKK,Financial Services,Banks—Regional,0.31669,0.3412,-24921131.79,0.01762,0.11174,0.170933566,112464627,0.615772727,2.332,92359255.51,31210029.59,256709577.5,1.583551372,104438187.4,12.997,324981372.9,119943977.7,10.240964,,,,2.889632,0.85019624,1.067,0.341072,1.877259279,1.02972028,1.763725965,1.684692715,0.051612902,
SEB-A.ST,Skandinaviska Enskilda Banken s,Sweden,2553489,122.9,SEK,Financial Services,Banks—Regional,0.40276,0.53281,-931700294.4,0.00577,0.11691,1.033547015,5589969903,2.584911524,0.535,5056724469,2251415766,87371144390,40.38187666,1.18E+11,80.811,30818670862,58016581016,13.79349,1.555,14.475855,,5.513209,1.5208327,10.379,1.114427,14.41861885,8.764849881,13.75452719,12.90748843,0.033374034,
SHB-B.ST,Svenska Handelsbanken ser. B,Sweden,78333,98.4,SEK,Financial Services,Banks—Diversified,0.36331,0.51230997,-2150496960,0.00452,0.095369995,0.93842821,5117391796,2.584563528,0.061,5042340650,1859224671,86711466253,43.7930458,1.79E+11,88.253,21303682659,1.15E+11,12.163164,0.113,11.143828,,4.1629963,1.1149763,22.545,0.820342,13.17743444,9.790276998,12.06030398,12.11052973,0.040553905,
SWED-A.ST,Swedbank AB ser A,Sweden,2691712,170.58,SEK,Financial Services,Banks—Regional,0.44662,0.55336,821501664.1,0.00712,0.1337,2.021158607,5274801900,4.70803285,0.097,4784707887,2355814425,77572632794,69.17294693,1.32E+11,137.114,22186605392,76783392400,9.789946,0.148,9.29085,,4.2061496,1.2440743,14.557,0.795895,20.00046872,15.80596142,19.60407618,18.50502247,0.017119246,
SHB-A.ST,Svenska Handelsbanken ser. A,Sweden,3285866,95.26,SEK,Financial Services,Banks—Diversified,0.36331,0.51230997,-2150496960,0.00452,0.095369995,0.93842821,5117391796,2.584563528,0.061,5042340650,1859224671,86711466253,43.7930458,1.79E+11,88.253,21903574234,1.14E+11,11.775031,0.113,11,,4.2802224,1.0793967,22.263,0.820342,11.83185135,8.317095507,11.37249712,11.2454061,0.043049138,
AZA.ST,Avanza Bank Holding AB,Sweden,513659,341.3,SEK,Financial Services,Banks—Regional,0.53962004,0.64663005,-172257828.4,0.008590001,0.58233,1.230396542,393815059.7,2.545124024,0.444,271900583.9,212509330.1,85490925.92,0.551689069,16239795.97,23.684,6134675600,5492039902,32.17686,0.605,20.400478,,15.577555,14.410572,13.946,0.79349,41.37668016,18.43216842,37.4317646,33.58633403,0.002450981,2.24
SAVE.ST,Nordnet AB,Sweden,479349,165.3,SEK,Financial Services,Banks—Regional,0.40271,0.50338,-803612127.6,0.00961,0.37541,0.695875257,442824306.6,1.771297746,0.773,306368042.9,174122402,388896721.5,1.555540457,6431747801,19.588,4793640094,10149199370,27.554592,1.21,,,10.825151,8.438841,22.919,,20.48534263,11.66945339,17.76984923,17.36474056,0.009370152,
UBSG.SW,UBS GROUP N,Switzerland,7844001,15.31,CHF,Financial Services,Banks—Diversified,0.21795,0.27402002,-39913625850,0.00705,0.13036999,1.814794621,37381105735,10.53205928,0.207,34901388711,8147177751,4.12E+11,118.4595334,3.96E+11,16.47,58128851711,42665863814,9.091449,0.628,,,1.555033,0.929569,1.141,1.122895,17.03255878,10.40381667,16.5509,15.76139537,0.02393273,
UBSGEE.SW,UBS GROUP N 2. LINIE,Switzerland,543333,15.35,CHF,Financial Services,Banks—Diversified,0.21795,0.27402002,-39913625850,0.00705,0.13036999,1.814794621,37381105735,10.53205928,0.207,34901388711,8147177751,4.12E+11,118.4595334,3.96E+11,16.47,58055912589,42740793710,9.115202,0.628,,,1.5530818,0.93199766,1.143,1.122895,17.03794712,14.51620163,16.56886205,15.82444655,0.023901809,
CSGN.SW,CS GROUP N,Switzerland,9705817,9.504,CHF,Financial Services,Banks—Diversified,0.01066,0.11377,18014315526,0.00026,0.00465,0.480640381,19608186964,8.012469125,-0.13,21260254323,209067788.9,3.33E+11,138.2854103,2.47E+11,18.862,24212581592,-61380972499,21.309416,-0.782,,,1.23482,0.5038702,-3.13,1.580246,14.5485317,9.160186625,10.32478797,10.725239,0.010517458,2.96
BCVN.SW,BC VAUD N,Switzerland,61737,71.8,CHF,Financial Services,Banks—Regional,0.34998,0.39441,1723192824,0.00651,0.0924,4.153336383,1018612753,11.86836886,-0.064,1018612753,356492910.1,13383571839,155.871891,15022705789,41.625,6643782231,9143461202,18.629995,-0.042,1.8013046,,6.5223827,1.724925,8.976,0.315375,109.4911719,76.73003385,85.06400828,92.40413264,0.04993065,3.62
EFGN.SW,EFG INTERNATIONAL N,Switzerland,81293,6.9,CHF,Financial Services,Banks—Diversified,0.10256,0.15816,-343991949.5,0.00298,0.06884,0.398737535,1211515437,4.126394657,-0.069,1211515506,124255237.4,5595041784,18.8958485,2612593027,5.745,2220401788,-585200552.9,18.64865,0.284,9.324325,,1.8327475,1.2010444,-0.483,1.28073,8.707565639,5.172811271,7.802024398,7.925058313,0.043604653,3.97
CMBN.SW,CEMBRA MONEY BANK N,Switzerland,172277,65.25,CHF,Financial Services,Banks—Regional,0.35548002,0.44451,161443439.8,0.021879999,0.14637999,5.603878877,477584111.2,16.25879243,0.011,475058055.1,169773821.2,596023177.6,20.28927454,2739278348,38.373,2065271936,4259600962,12.548078,0.062,11.631016,,4.324415,1.7004143,8.919,0.744107,124.2552374,67.13877962,86.20304624,104.2177063,0.059429478,
